Genome,Cluster
GCF_015880865.1_ASM1588086v1_genomic_100kbp_proxy.fna,1
GCF_039762315.1_ASM3976231v1_genomic_100kbp_proxy.fna,0
GCF_008180625.1_ASM818062v1_genomic_100kbp_proxy.fna,0
GCF_000696615.1_ASM69661v1_genomic_100kbp_proxy.fna,1
GCF_002277775.1_ASM227777v1_genomic_100kbp_proxy.fna,0
GCA_004923335.1_ASM492333v1_genomic_100kbp_proxy.fna,1
GCA_007673065.1_ASM767306v1_genomic_100kbp_proxy.fna,1
GCA_982525005.1_NRS2108_genomic_100kbp_proxy.fna,0
GCF_000209795.2_ASM20979v2_genomic_100kbp_proxy.fna,1
GCA_024508095.1_ASM2450809v1_genomic_100kbp_proxy.fna,0
GCA_001641145.1_ASM164114v1_genomic_100kbp_proxy.fna,0
GCA_039728905.1_ASM3972890v1_genomic_100kbp_proxy.fna,1
GCA_055586725.1_ASM5558672v1_genomic_100kbp_proxy.fna,0
GCF_053891075.1_ASM5389107v1_genomic_100kbp_proxy.fna,0
GCA_905311435.2_NRS6118B_genomic_100kbp_proxy.fna,0
GCA_001560315.1_NG05A_C04_genomic_100kbp_proxy.fna,1
GCA_001663575.1_ASM166357v1_genomic_100kbp_proxy.fna,1
GCF_009996815.1_ASM999681v1_genomic_100kbp_proxy.fna,0
GCF_017753785.1_ASM1775378v1_genomic_100kbp_proxy.fna,0
GCF_035805015.1_ASM3580501v1_genomic_100kbp_proxy.fna,1
GCA_000183765.2_ASM18376v2_genomic_100kbp_proxy.fna,0
GCA_001808235.1_ASM180823v1_genomic_100kbp_proxy.fna,1
GCA_900215365.1_IMG-taxon_2545824506_annotated_assembly_genomic_100kbp_proxy.fna,1
GCA_052806295.1_ASM5280629v1_genomic_100kbp_proxy.fna,1
GCF_042266245.1_ASM4226624v1_genomic_100kbp_proxy.fna,0
GCA_000497345.1_MP9_genomic_100kbp_proxy.fna,1
GCA_004119655.1_ASM411965v1_genomic_100kbp_proxy.fna,0
GCA_050106695.1_ASM5010669v1_genomic_100kbp_proxy.fna,1
GCA_028541225.1_ASM2854122v1_genomic_100kbp_proxy.fna,0
GCA_036222545.1_ASM3622254v1_genomic_100kbp_proxy.fna,1
GCF_054481175.1_ASM5448117v1_genomic_100kbp_proxy.fna,1
GCA_035807755.1_ASM3580775v1_genomic_100kbp_proxy.fna,0
GCF_046592455.1_ASM4659245v1_genomic_100kbp_proxy.fna,1
GCF_000828495.1_ASM82849v1_genomic_100kbp_proxy.fna,1
GCA_033436855.1_ASM3343685v1_genomic_100kbp_proxy.fna,1
GCF_044841745.1_ASM4484174v1_genomic_100kbp_proxy.fna,0
GCF_036213345.1_ASM3621334v1_genomic_100kbp_proxy.fna,0
GCA_030846335.1_ASM3084633v1_genomic_100kbp_proxy.fna,0
GCF_010578165.1_ASM1057816v1_genomic_100kbp_proxy.fna,1
GCA_003086555.1_ASM308655v1_genomic_100kbp_proxy.fna,1
GCF_023702085.1_ASM2370208v1_genomic_100kbp_proxy.fna,1
GCF_036222625.1_ASM3622262v1_genomic_100kbp_proxy.fna,0
GCA_054481215.1_ASM5448121v1_genomic_100kbp_proxy.fna,0
GCA_056339815.1_ASM5633981v1_genomic_100kbp_proxy.fna,1
GCA_047041075.1_ASM4704107v1_genomic_100kbp_proxy.fna,0
GCA_052591155.1_ASM5259115v1_genomic_100kbp_proxy.fna,0
GCF_058105245.1_ASM5810524v1_genomic_100kbp_proxy.fna,0
GCA_983005325.1_NOWI19-1_SAMN09202469_MAG_00000049_genomic_100kbp_proxy.fna,2
GCF_038397795.1_ASM3839779v1_genomic_100kbp_proxy.fna,1
GCA_905315715.2_NRS6160B_genomic_100kbp_proxy.fna,1
GCF_000293765.1_ASM29376v1_genomic_100kbp_proxy.fna,0
GCA_049860545.1_ASM4986054v1_genomic_100kbp_proxy.fna,0
GCF_036665995.1_ASM3666599v1_genomic_100kbp_proxy.fna,0
GCA_001697265.1_ASM169726v1_genomic_100kbp_proxy.fna,0
GCA_054408555.1_ASM5440855v1_genomic_100kbp_proxy.fna,0
GCF_018122435.1_ASM1812243v1_genomic_100kbp_proxy.fna,1
GCA_009662415.1_ASM966241v1_genomic_100kbp_proxy.fna,1
GCF_060855445.1_ASM6085544v1_genomic_100kbp_proxy.fna,1
GCA_052077925.1_ASM5207792v1_genomic_100kbp_proxy.fna,0
GCF_003665315.1_ASM366531v1_genomic_100kbp_proxy.fna,1
GCF_030016255.1_ASM3001625v1_genomic_100kbp_proxy.fna,1
GCA_977566135.1_MarMAG_000337_genomic_100kbp_proxy.fna,2
GCA_023518255.2_ASM2351825v2_genomic_100kbp_proxy.fna,0
GCA_042799995.1_ASM4279999v1_genomic_100kbp_proxy.fna,0
GCF_019973715.1_ASM1997371v1_genomic_100kbp_proxy.fna,2
GCA_029537155.2_ASM2953715v2_genomic_100kbp_proxy.fna,1
GCA_058091695.1_ASM5809169v1_genomic_100kbp_proxy.fna,0
GCA_054962435.1_ASM5496243v1_genomic_100kbp_proxy.fna,0
GCA_056715765.1_ASM5671576v1_genomic_100kbp_proxy.fna,1
GCF_983020325.1_NOWI19-1_SAMN09202468_MAG_00000037_genomic_100kbp_proxy.fna,2
GCF_015845175.1_ASM1584517v1_genomic_100kbp_proxy.fna,1
GCA_050462545.1_ASM5046254v1_genomic_100kbp_proxy.fna,0
GCA_983172155.1_NCTC10400_genomic_100kbp_proxy.fna,0
GCA_029761975.2_ASM2976197v2_genomic_100kbp_proxy.fna,0
GCA_056490885.1_ASM5649088v1_genomic_100kbp_proxy.fna,1
GCA_030643845.1_ASM3064384v1_genomic_100kbp_proxy.fna,0
GCA_042755845.1_ASM4275584v1_genomic_100kbp_proxy.fna,1
GCF_048537405.1_ASM4853740v1_genomic_100kbp_proxy.fna,0
GCA_056156505.1_ASM5615650v1_genomic_100kbp_proxy.fna,0
GCA_052142275.1_ASM5214227v1_genomic_100kbp_proxy.fna,1
GCA_039770095.1_ASM3977009v1_genomic_100kbp_proxy.fna,0
GCF_033238785.1_ASM3323878v1_genomic_100kbp_proxy.fna,1
GCF_054979545.1_ASM5497954v1_genomic_100kbp_proxy.fna,2
GCA_022846355.1_ASM2284635v1_genomic_100kbp_proxy.fna,2
GCA_028541005.1_ASM2854100v1_genomic_100kbp_proxy.fna,1
GCA_004365735.1_ASM436573v1_genomic_100kbp_proxy.fna,1
GCF_001560435.1_NG05B_C06_04_genomic_100kbp_proxy.fna,1
GCF_040822545.1_ASM4082254v1_genomic_100kbp_proxy.fna,2
GCA_010578025.1_ASM1057802v1_genomic_100kbp_proxy.fna,0
GCA_060989105.1_ASM6098910v1_genomic_100kbp_proxy.fna,0
GCA_038747945.1_ASM3874794v1_genomic_100kbp_proxy.fna,1
GCA_033403035.1_ASM3340303v1_genomic_100kbp_proxy.fna,1
GCF_019704475.1_ASM1970447v1_genomic_100kbp_proxy.fna,0
GCA_050188875.1_ASM5018887v1_genomic_100kbp_proxy.fna,1
GCF_982525035.1_NRS2113_genomic_100kbp_proxy.fna,0
GCF_046543845.1_ASM4654384v1_genomic_100kbp_proxy.fna,1
GCA_982998325.1_NOWI19-1_SAMN09201540_MAG_00000104_genomic_100kbp_proxy.fna,2
GCF_002215405.1_ASM221540v1_genomic_100kbp_proxy.fna,1
GCA_035813095.1_ASM3581309v1_genomic_100kbp_proxy.fna,1
GCF_024653105.1_ASM2465310v1_genomic_100kbp_proxy.fna,1
GCA_042793935.1_ASM4279393v1_genomic_100kbp_proxy.fna,0
GCF_015535655.1_ASM1553565v1_genomic_100kbp_proxy.fna,0
GCF_028541365.1_ASM2854136v1_genomic_100kbp_proxy.fna,0
GCF_036222825.1_ASM3622282v1_genomic_100kbp_proxy.fna,0
GCA_905311425.2_NRS6105B_genomic_100kbp_proxy.fna,1
GCA_040151275.1_ASM4015127v1_genomic_100kbp_proxy.fna,0
GCF_000186745.1_ASM18674v1_genomic_100kbp_proxy.fna,1
GCA_011765645.1_ASM1176564v1_genomic_100kbp_proxy.fna,1
GCA_982518375.1_NRS2130_genomic_100kbp_proxy.fna,1
GCA_050476285.1_ASM5047628v1_genomic_100kbp_proxy.fna,1
GCF_016629545.1_ASM1662954v1_genomic_100kbp_proxy.fna,2
GCF_007786555.1_ASM778655v1_genomic_100kbp_proxy.fna,1
GCA_056433285.1_ASM5643328v1_genomic_100kbp_proxy.fna,0
GCA_001895065.1_ASM189506v1_genomic_100kbp_proxy.fna,1
GCA_030016315.1_ASM3001631v1_genomic_100kbp_proxy.fna,1
GCF_005153965.1_ASM515396v1_genomic_100kbp_proxy.fna,1
GCA_023521475.1_ASM2352147v1_genomic_100kbp_proxy.fna,0
GCA_050457105.1_ASM5045710v1_genomic_100kbp_proxy.fna,0
GCF_057334335.1_ASM5733433v1_genomic_100kbp_proxy.fna,0
GCF_055801795.1_ASM5580179v1_genomic_100kbp_proxy.fna,0
GCF_000830605.1_ASM83060v1_genomic_100kbp_proxy.fna,0
GCA_044546245.1_ASM4454624v1_genomic_100kbp_proxy.fna,1
GCF_013332455.1_ASM1333245v1_genomic_100kbp_proxy.fna,1
GCF_037094835.1_ASM3709483v1_genomic_100kbp_proxy.fna,1
GCA_983006435.1_NOWI19-1_SAMN09202069_MAG_00000056_genomic_100kbp_proxy.fna,2
GCA_905315705.2_NRS6153B_genomic_100kbp_proxy.fna,0
GCA_004119695.1_ASM411969v1_genomic_100kbp_proxy.fna,1
GCA_054552535.1_ASM5455253v1_genomic_100kbp_proxy.fna,1
GCA_050479385.1_ASM5047938v1_genomic_100kbp_proxy.fna,1
GCF_037164265.1_ASM3716426v1_genomic_100kbp_proxy.fna,1
GCF_983004775.1_NOWI19-1_SAMN09201847_MAG_00000120_genomic_100kbp_proxy.fna,2
GCF_004119535.1_ASM411953v1_genomic_100kbp_proxy.fna,0
GCF_035812375.1_ASM3581237v1_genomic_100kbp_proxy.fna,1
GCA_982984775.1_NOWI19-1_SAMN09201302_MAG_00000036_genomic_100kbp_proxy.fna,2
GCA_014298115.1_ASM1429811v1_genomic_100kbp_proxy.fna,1
GCA_035822735.1_ASM3582273v1_genomic_100kbp_proxy.fna,1
GCA_029762115.2_ASM2976211v2_genomic_100kbp_proxy.fna,1
GCF_052037875.2_ASM5203787v2_genomic_100kbp_proxy.fna,1
GCA_001660525.1_ASM166052v1_genomic_100kbp_proxy.fna,0
GCF_982982225.1_NOWI19-1_SAMN10350897_MAG_00000123_genomic_100kbp_proxy.fna,2
GCA_057654875.1_ASM5765487v1_genomic_100kbp_proxy.fna,1
GCF_030863625.1_ASM3086362v1_genomic_100kbp_proxy.fna,0
GCA_020176885.1_ASM2017688v1_genomic_100kbp_proxy.fna,0
GCA_052037735.2_ASM5203773v2_genomic_100kbp_proxy.fna,0
GCA_023702515.1_ASM2370251v1_genomic_100kbp_proxy.fna,0
GCF_982989655.1_NOWI19-1_SAMN09201451_MAG_00000131_genomic_100kbp_proxy.fna,2
GCA_004119175.1_ASM411917v1_genomic_100kbp_proxy.fna,0
GCF_041949715.1_ASM4194971v1_genomic_100kbp_proxy.fna,1
GCF_000230755.1_ASM23075v2_genomic_100kbp_proxy.fna,1
GCF_000740475.1_ASM74047v1_genomic_100kbp_proxy.fna,0
GCA_053606705.1_ASM5360670v1_genomic_100kbp_proxy.fna,0
GCF_009913395.1_ASM991339v1_genomic_100kbp_proxy.fna,0
GCF_054481195.1_ASM5448119v1_genomic_100kbp_proxy.fna,1
GCA_012030395.1_ASM1203039v1_genomic_100kbp_proxy.fna,1
GCA_050455905.1_ASM5045590v1_genomic_100kbp_proxy.fna,1
GCA_053645475.1_ASM5364547v1_genomic_100kbp_proxy.fna,0
GCA_029857255.2_ASM2985725v2_genomic_100kbp_proxy.fna,1
GCA_044546085.1_ASM4454608v1_genomic_100kbp_proxy.fna,1
GCA_035805155.1_ASM3580515v1_genomic_100kbp_proxy.fna,1
GCF_036219125.1_ASM3621912v1_genomic_100kbp_proxy.fna,0
GCF_007667365.1_ASM766736v1_genomic_100kbp_proxy.fna,0
GCA_055701505.1_ASM5570150v1_genomic_100kbp_proxy.fna,1
GCA_040008285.1_ASM4000828v1_genomic_100kbp_proxy.fna,1
GCA_025502545.1_ASM2550254v1_genomic_100kbp_proxy.fna,1
GCF_034054115.1_ASM3405411v1_genomic_100kbp_proxy.fna,1
GCF_035804665.1_ASM3580466v1_genomic_100kbp_proxy.fna,1
GCF_055690685.1_ASM5569068v1_genomic_100kbp_proxy.fna,0
GCA_037755145.1_ASM3775514v1_genomic_100kbp_proxy.fna,1
GCA_900445475.1_27294_A01_genomic_100kbp_proxy.fna,0
GCF_007165405.1_ASM716540v1_genomic_100kbp_proxy.fna,2
GCA_003612735.1_ASM361273v1_genomic_100kbp_proxy.fna,0
GCA_001726025.1_ASM172602v1_genomic_100kbp_proxy.fna,1
GCA_007666815.1_ASM766681v1_genomic_100kbp_proxy.fna,0
GCF_002290305.1_ASM229030v1_genomic_100kbp_proxy.fna,0
GCF_983016015.1_NOWI19-1_SAMN09201851_MAG_00000005_genomic_100kbp_proxy.fna,2
GCF_052783415.1_ASM5278341v1_genomic_100kbp_proxy.fna,1
GCA_982994745.1_NOWI19-1_SAMN09201453_MAG_00000061_genomic_100kbp_proxy.fna,2
GCA_001750745.1_ASM175074v1_genomic_100kbp_proxy.fna,1
GCA_046635905.1_ASM4663590v1_genomic_100kbp_proxy.fna,0
GCA_036225205.1_ASM3622520v1_genomic_100kbp_proxy.fna,0
GCF_983020905.1_NOWI19-1_SAMN09202071_MAG_00000096_genomic_100kbp_proxy.fna,2
GCF_001890405.1_ASM189040v1_genomic_100kbp_proxy.fna,1
GCA_025452155.1_ASM2545215v1_genomic_100kbp_proxy.fna,1
GCA_009662335.1_ASM966233v1_genomic_100kbp_proxy.fna,0
GCA_042673585.1_ASM4267358v1_genomic_100kbp_proxy.fna,1
GCA_004328925.1_ASM432892v1_genomic_100kbp_proxy.fna,1
GCA_028477245.1_ASM2847724v1_genomic_100kbp_proxy.fna,1
GCA_001560135.1_GG12_C01_13_genomic_100kbp_proxy.fna,1
GCA_042725505.1_ASM4272550v1_genomic_100kbp_proxy.fna,0
GCF_003665295.1_ASM366529v1_genomic_100kbp_proxy.fna,1
GCA_035812775.1_ASM3581277v1_genomic_100kbp_proxy.fna,0
GCA_000827065.1_ASM82706v1_genomic_100kbp_proxy.fna,0
GCF_051192595.1_ASM5119259v1_genomic_100kbp_proxy.fna,0
GCA_042674545.1_ASM4267454v1_genomic_100kbp_proxy.fna,1
GCF_035822335.1_ASM3582233v1_genomic_100kbp_proxy.fna,1
GCF_051966435.1_ASM5196643v1_genomic_100kbp_proxy.fna,0
GCF_964020995.1_Assembly_Bacillus_subtilis_genomic_100kbp_proxy.fna,0
GCF_036212685.1_ASM3621268v1_genomic_100kbp_proxy.fna,1
GCA_051859695.1_ASM5185969v1_genomic_100kbp_proxy.fna,1
GCA_023712285.1_ASM2371228v1_genomic_100kbp_proxy.fna,0
GCF_003594755.2_ASM359475v2_genomic_100kbp_proxy.fna,0
GCF_013285325.1_ASM1328532v1_genomic_100kbp_proxy.fna,0
GCF_020166055.1_ASM2016605v1_genomic_100kbp_proxy.fna,0
GCA_010614715.1_ASM1061471v1_genomic_100kbp_proxy.fna,1
GCA_042752255.1_ASM4275225v1_genomic_100kbp_proxy.fna,0
GCA_042887665.1_ASM4288766v1_genomic_100kbp_proxy.fna,0
GCF_045371245.1_ASM4537124v1_genomic_100kbp_proxy.fna,0
GCA_033949325.1_ASM3394932v1_genomic_100kbp_proxy.fna,1
GCF_030123085.1_ASM3012308v1_genomic_100kbp_proxy.fna,0
GCF_025161015.1_ASM2516101v1_genomic_100kbp_proxy.fna,1
GCF_001888825.1_ASM188882v1_genomic_100kbp_proxy.fna,0
GCF_024972835.1_ASM2497283v1_genomic_100kbp_proxy.fna,1
GCF_035812835.1_ASM3581283v1_genomic_100kbp_proxy.fna,1
GCA_000953615.1_BS49Ch_genomic_100kbp_proxy.fna,1
GCF_001698525.1_ASM169852v1_genomic_100kbp_proxy.fna,1
GCA_905319145.1_NRS6185_genomic_100kbp_proxy.fna,1
GCA_030223505.2_ASM3022350v2_genomic_100kbp_proxy.fna,0
GCA_002201995.1_ASM220199v1_genomic_100kbp_proxy.fna,0
GCF_059705385.1_ASM5970538v1_genomic_100kbp_proxy.fna,2
GCA_035809155.1_ASM3580915v1_genomic_100kbp_proxy.fna,1
GCA_041153445.1_ASM4115344v1_genomic_100kbp_proxy.fna,1
GCF_037026705.1_ASM3702670v1_genomic_100kbp_proxy.fna,1
GCF_042265165.1_ASM4226516v1_genomic_100kbp_proxy.fna,0
GCA_030285965.1_ASM3028596v1_genomic_100kbp_proxy.fna,0
GCF_036221925.1_ASM3622192v1_genomic_100kbp_proxy.fna,0
GCA_019748415.1_ASM1974841v1_genomic_100kbp_proxy.fna,1
GCF_023714405.1_ASM2371440v1_genomic_100kbp_proxy.fna,1
GCF_060334745.1_ASM6033474v1_genomic_100kbp_proxy.fna,1
GCA_042667705.1_ASM4266770v1_genomic_100kbp_proxy.fna,0
GCF_905319155.2_NRS6183B_genomic_100kbp_proxy.fna,1
GCA_035810195.1_ASM3581019v1_genomic_100kbp_proxy.fna,1
GCF_004119835.1_ASM411983v1_genomic_100kbp_proxy.fna,0
GCF_036221505.1_ASM3622150v1_genomic_100kbp_proxy.fna,1
GCF_034259385.1_ASM3425938v1_genomic_100kbp_proxy.fna,0
GCA_021497545.1_ASM2149754v1_genomic_100kbp_proxy.fna,0
GCA_050477565.1_ASM5047756v1_genomic_100kbp_proxy.fna,0
GCF_035804715.1_ASM3580471v1_genomic_100kbp_proxy.fna,0
GCF_037754115.1_ASM3775411v1_genomic_100kbp_proxy.fna,0
GCF_009913535.1_ASM991353v1_genomic_100kbp_proxy.fna,0
GCA_021555035.1_ASM2155503v1_genomic_100kbp_proxy.fna,0
GCA_045291565.1_ASM4529156v1_genomic_100kbp_proxy.fna,0
GCF_015070995.1_ASM1507099v1_genomic_100kbp_proxy.fna,0
GCA_060304305.1_ASM6030430v1_genomic_100kbp_proxy.fna,0
GCF_001746575.1_ASM174657v1_genomic_100kbp_proxy.fna,1
GCA_046529535.1_Bacillus_subtilis_KK001_genomic_100kbp_proxy.fna,1
GCA_028540525.1_ASM2854052v1_genomic_100kbp_proxy.fna,1
GCA_050468285.1_ASM5046828v1_genomic_100kbp_proxy.fna,1
GCA_001560635.1_NG05B_CO5_04_genomic_100kbp_proxy.fna,1
GCF_047275895.1_ASM4727589v1_genomic_100kbp_proxy.fna,1
GCA_040362055.1_ASM4036205v1_genomic_100kbp_proxy.fna,2
GCF_028541405.1_ASM2854140v1_genomic_100kbp_proxy.fna,1
GCF_036966765.1_ASM3696676v1_genomic_100kbp_proxy.fna,1
GCF_051904015.1_ASM5190401v1_genomic_100kbp_proxy.fna,1
GCF_012926045.1_ASM1292604v1_genomic_100kbp_proxy.fna,0
GCF_000737405.1_ASM73740v1_genomic_100kbp_proxy.fna,0
GCA_028540905.1_ASM2854090v1_genomic_100kbp_proxy.fna,1
GCF_010578235.1_ASM1057823v1_genomic_100kbp_proxy.fna,0
GCA_051647905.1_ASM5164790v1_genomic_100kbp_proxy.fna,0
GCA_054974465.1_ASM5497446v1_genomic_100kbp_proxy.fna,0
GCF_036213605.1_ASM3621360v1_genomic_100kbp_proxy.fna,1
GCA_977010345.1_NRS7980_genomic_100kbp_proxy.fna,1
GCA_046766035.1_ASM4676603v1_genomic_100kbp_proxy.fna,1
GCF_059601175.1_ASM5960117v1_genomic_100kbp_proxy.fna,0
GCF_050847335.1_ASM5084733v1_genomic_100kbp_proxy.fna,1
GCA_057786855.1_ASM5778685v1_genomic_100kbp_proxy.fna,0
GCF_030348865.1_ASM3034886v1_genomic_100kbp_proxy.fna,1
GCA_036213565.1_ASM3621356v1_genomic_100kbp_proxy.fna,1
GCA_006165085.1_ASM616508v1_genomic_100kbp_proxy.fna,0
GCF_030053795.1_ASM3005379v1_genomic_100kbp_proxy.fna,1
GCA_000878265.1_ASM87826v1_genomic_100kbp_proxy.fna,1
GCF_905319565.2_NRS6190B_genomic_100kbp_proxy.fna,1
GCA_044758945.1_CEL_genomic_100kbp_proxy.fna,0
GCA_035814055.1_ASM3581405v1_genomic_100kbp_proxy.fna,1
GCA_965276355.1_STDRZ1_genomic_100kbp_proxy.fna,1
GCF_051912505.1_ASM5191250v1_genomic_100kbp_proxy.fna,0
GCA_022570515.1_ASM2257051v1_genomic_100kbp_proxy.fna,0
GCA_042788875.1_ASM4278887v1_genomic_100kbp_proxy.fna,1
GCA_001619535.1_ASM161953v1_genomic_100kbp_proxy.fna,0
GCA_029537415.2_ASM2953741v2_genomic_100kbp_proxy.fna,1
GCF_057443935.1_ASM5744393v1_genomic_100kbp_proxy.fna,1
GCF_052077915.1_ASM5207791v1_genomic_100kbp_proxy.fna,0
GCA_059705435.1_ASM5970543v1_genomic_100kbp_proxy.fna,2
GCA_026794535.1_ASM2679453v1_genomic_100kbp_proxy.fna,1
GCA_050463245.1_ASM5046324v1_genomic_100kbp_proxy.fna,1
GCA_035809395.1_ASM3580939v1_genomic_100kbp_proxy.fna,0
GCA_036221885.1_ASM3622188v1_genomic_100kbp_proxy.fna,0
GCA_059729485.1_ASM5972948v1_genomic_100kbp_proxy.fna,2
GCA_009662275.1_ASM966227v1_genomic_100kbp_proxy.fna,0
GCA_002293225.1_ASM229322v1_genomic_100kbp_proxy.fna,1
GCF_042270825.1_ASM4227082v1_genomic_100kbp_proxy.fna,0
GCF_024623085.1_ASM2462308v1_genomic_100kbp_proxy.fna,1
GCF_026153475.1_ASM2615347v1_genomic_100kbp_proxy.fna,0
GCF_035814335.1_ASM3581433v1_genomic_100kbp_proxy.fna,1
GCA_053049395.1_ASM5304939v1_genomic_100kbp_proxy.fna,1
GCA_050467145.1_ASM5046714v1_genomic_100kbp_proxy.fna,0
GCF_016865295.1_ASM1686529v1_genomic_100kbp_proxy.fna,2
GCA_020552025.1_ASM2055202v1_genomic_100kbp_proxy.fna,1
GCA_036218585.1_ASM3621858v1_genomic_100kbp_proxy.fna,1
GCF_025914075.1_ASM2591407v1_genomic_100kbp_proxy.fna,0
GCA_982986055.1_NOWI19-1_SAMN10351356_MAG_00000047_genomic_100kbp_proxy.fna,2
GCA_057621675.1_ASM5762167v1_genomic_100kbp_proxy.fna,1
GCA_040370075.1_ASM4037007v1_genomic_100kbp_proxy.fna,2
GCF_018224865.2_ASM1822486v2_genomic_100kbp_proxy.fna,0
GCF_036214185.1_ASM3621418v1_genomic_100kbp_proxy.fna,1
GCF_029536935.2_ASM2953693v2_genomic_100kbp_proxy.fna,0
GCA_009662215.1_ASM966221v1_genomic_100kbp_proxy.fna,0
GCF_025837035.1_ASM2583703v1_genomic_100kbp_proxy.fna,1
GCF_036763605.1_ASM3676360v1_genomic_100kbp_proxy.fna,0
GCF_055485855.1_ASM5548585v1_genomic_100kbp_proxy.fna,0
GCF_057334475.1_ASM5733447v1_genomic_100kbp_proxy.fna,0
GCA_982963565.1_NOWI19-1_SAMN10351174_MAG_00000104_genomic_100kbp_proxy.fna,2
GCF_016894165.1_ASM1689416v1_genomic_100kbp_proxy.fna,0
GCA_058182495.1_ASM5818249v1_genomic_100kbp_proxy.fna,1
GCA_053570475.1_ASM5357047v1_genomic_100kbp_proxy.fna,0
GCF_056632435.1_ASM5663243v1_genomic_100kbp_proxy.fna,0
GCF_015844655.1_ASM1584465v1_genomic_100kbp_proxy.fna,1
GCA_050456825.1_ASM5045682v1_genomic_100kbp_proxy.fna,1
GCA_001037985.1_ASM103798v1_genomic_100kbp_proxy.fna,1
GCA_007666295.1_ASM766629v1_genomic_100kbp_proxy.fna,1
GCA_001619555.1_ASM161955v1_genomic_100kbp_proxy.fna,1
GCF_003694695.1_ASM369469v1_genomic_100kbp_proxy.fna,0
GCF_982524975.1_NRS2104_genomic_100kbp_proxy.fna,1
GCF_020773035.1_ASM2077303v1_genomic_100kbp_proxy.fna,1
GCA_042717035.1_ASM4271703v1_genomic_100kbp_proxy.fna,1
GCA_027257895.1_ASM2725789v1_genomic_100kbp_proxy.fna,1
GCF_009866865.1_ASM986686v1_genomic_100kbp_proxy.fna,1
GCF_051965845.1_ASM5196584v1_genomic_100kbp_proxy.fna,1
GCF_035814315.1_ASM3581431v1_genomic_100kbp_proxy.fna,0
GCF_017592405.1_ASM1759240v1_genomic_100kbp_proxy.fna,1
GCF_982525025.1_NRS2106_genomic_100kbp_proxy.fna,1
GCF_029027845.1_ASM2902784v1_genomic_100kbp_proxy.fna,1
GCA_000982455.1_ASM98245v1_genomic_100kbp_proxy.fna,1
GCF_054489665.1_ASM5448966v1_genomic_100kbp_proxy.fna,0
GCA_028540505.1_ASM2854050v1_genomic_100kbp_proxy.fna,1
GCF_002271425.1_assembly-7772_v1_genomic_100kbp_proxy.fna,1
GCA_036216825.1_ASM3621682v1_genomic_100kbp_proxy.fna,0
GCF_028541425.1_ASM2854142v1_genomic_100kbp_proxy.fna,1
GCA_977010955.1_NRS7976_genomic_100kbp_proxy.fna,0
GCA_028540925.1_ASM2854092v1_genomic_100kbp_proxy.fna,1
GCF_042267375.1_ASM4226737v1_genomic_100kbp_proxy.fna,0
GCA_018884165.1_ASM1888416v1_genomic_100kbp_proxy.fna,1
GCA_054504465.1_ASM5450446v1_genomic_100kbp_proxy.fna,1
GCA_054057735.1_ASM5405773v1_genomic_100kbp_proxy.fna,1
GCF_023713145.1_ASM2371314v1_genomic_100kbp_proxy.fna,0
GCA_037145115.1_ASM3714511v1_genomic_100kbp_proxy.fna,1
GCA_050465785.1_ASM5046578v1_genomic_100kbp_proxy.fna,1
GCF_024733955.1_ASM2473395v1_genomic_100kbp_proxy.fna,1
GCF_019704335.1_ASM1970433v1_genomic_100kbp_proxy.fna,1
GCA_023713435.1_ASM2371343v1_genomic_100kbp_proxy.fna,1
GCA_052037885.2_ASM5203788v2_genomic_100kbp_proxy.fna,1
GCA_050436825.1_ASM5043682v1_genomic_100kbp_proxy.fna,0
GCA_051487365.1_ASM5148736v1_genomic_100kbp_proxy.fna,0
GCA_982992165.1_NOWI19-1_SAMN09201274_MAG_00000099_genomic_100kbp_proxy.fna,2
GCF_002612765.1_ASM261276v1_genomic_100kbp_proxy.fna,0
GCA_029857115.2_PRO57_genomic_100kbp_proxy.fna,1
GCA_055585425.1_ASM5558542v1_genomic_100kbp_proxy.fna,0
GCA_039621185.1_ASM3962118v1_genomic_100kbp_proxy.fna,1
GCA_006088795.1_ASM608879v1_genomic_100kbp_proxy.fna,0
GCA_001560045.1_GG12_C01_07_genomic_100kbp_proxy.fna,1
GCA_022700935.1_ASM2270093v1_genomic_100kbp_proxy.fna,1
GCA_026410045.1_ASM2641004v1_genomic_100kbp_proxy.fna,1
GCA_035804875.1_ASM3580487v1_genomic_100kbp_proxy.fna,0
GCF_009913555.1_ASM991355v1_genomic_100kbp_proxy.fna,1
GCF_007829515.1_ASM782951v1_genomic_100kbp_proxy.fna,1
GCF_027912355.1_ASM2791235v1_genomic_100kbp_proxy.fna,1
GCF_018603605.1_ASM1860360v1_genomic_100kbp_proxy.fna,1
GCF_014219005.1_ASM1421900v1_genomic_100kbp_proxy.fna,0
GCA_035804455.1_ASM3580445v1_genomic_100kbp_proxy.fna,0
GCA_041261645.1_ASM4126164v1_genomic_100kbp_proxy.fna,0
GCF_001559965.1_GG12_C01_03_genomic_100kbp_proxy.fna,1
GCA_983023285.1_NOWI19-1_SAMN10351091_MAG_00000005_genomic_100kbp_proxy.fna,2
GCA_001720505.1_ASM172050v1_genomic_100kbp_proxy.fna,1
GCA_007672955.1_ASM767295v1_genomic_100kbp_proxy.fna,0
GCA_035809175.1_ASM3580917v1_genomic_100kbp_proxy.fna,0
